Gene stable ID	Gene % GC content	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	NCBI gene ID	Transcript length (including UTRs and CDS)	Transcript support level (TSL)
ENSG00000276478	44.69	9	87799501	87821803	AL772337.4		745	tslNA
ENSG00000113319	40.93	5	80960672	81230156	RASGRF2	5924	8167	tsl1
ENSG00000113319	40.93	5	80960672	81230156	RASGRF2	5924	3837	tsl1
ENSG00000113319	40.93	5	80960672	81230156	RASGRF2	5924	2842	tsl5
ENSG00000113319	40.93	5	80960672	81230156	RASGRF2	5924	548	tsl5
ENSG00000113319	40.93	5	80960672	81230156	RASGRF2	5924	2752	tsl2
ENSG00000113319	40.93	5	80960672	81230156	RASGRF2	5924	670	tsl3
ENSG00000254445	45.81	11	111912736	111926871	HSPB2-C11orf52		892	tsl2
ENSG00000254445	45.81	11	111912736	111926871	HSPB2-C11orf52		1521	tsl2
ENSG00000185775	52.97	9	42183659	42189882	SPATA31A6	389730	4209	tsl1
ENSG00000185775	52.97	9	42183659	42189882	SPATA31A6	389730	769	tsl5
ENSG00000161036	61.06	7	102464929	102473168	LRWD1	222229	2215	tsl1
ENSG00000161036	61.06	7	102464929	102473168	LRWD1	222229	1062	tsl5
ENSG00000161036	61.06	7	102464929	102473168	LRWD1	222229	646	tsl3
ENSG00000161036	61.06	7	102464929	102473168	LRWD1	222229	5491	tsl2
ENSG00000161036	61.06	7	102464929	102473168	LRWD1	222229	703	tsl5
ENSG00000161036	61.06	7	102464929	102473168	LRWD1	222229	908	tsl5
ENSG00000161036	61.06	7	102464929	102473168	LRWD1	222229	552	tsl5
ENSG00000161036	61.06	7	102464929	102473168	LRWD1	222229	847	tsl3
ENSG00000161036	61.06	7	102464929	102473168	LRWD1	222229	138	tsl3
ENSG00000170276	60.75	11	111912242	111914093	HSPB2	3316	1335	tsl1
ENSG00000239986	43.33	9	42196333	42196662	AL445584.1		330	tslNA
ENSG00000145331	35.04	4	99546709	99564032	TRMT10A	93587	3516	tsl2
ENSG00000145331	35.04	4	99546709	99564032	TRMT10A	93587	3694	tsl1
ENSG00000145331	35.04	4	99546709	99564032	TRMT10A	93587	1638	tsl1
ENSG00000145331	35.04	4	99546709	99564032	TRMT10A	93587	802	tsl3
ENSG00000145331	35.04	4	99546709	99564032	TRMT10A	93587	788	tsl3
ENSG00000145331	35.04	4	99546709	99564032	TRMT10A	93587	261	tsl3
ENSG00000145331	35.04	4	99546709	99564032	TRMT10A	93587	846	tsl3
ENSG00000149300	44.29	11	111918032	111926872	C11orf52	91894	551	tsl5
ENSG00000149300	44.29	11	111918032	111926872	C11orf52	91894	1141	tsl1
ENSG00000149300	44.29	11	111918032	111926872	C11orf52	91894	882	tsl5
ENSG00000149300	44.29	11	111918032	111926872	C11orf52	91894	601	tsl5
ENSG00000082512	44.65	1	211326615	211374946	TRAF5	7188	4958	tsl2
ENSG00000082512	44.65	1	211326615	211374946	TRAF5	7188	905	tsl5
ENSG00000082512	44.65	1	211326615	211374946	TRAF5	7188	437	tsl2
ENSG00000082512	44.65	1	211326615	211374946	TRAF5	7188	3972	tsl1
ENSG00000082512	44.65	1	211326615	211374946	TRAF5	7188	1827	tsl1
ENSG00000082512	44.65	1	211326615	211374946	TRAF5	7188	3491	tsl2
ENSG00000082512	44.65	1	211326615	211374946	TRAF5	7188	3972	tsl5
ENSG00000226977	47.65	13	95809310	95809607	HMGN1P24		298	tslNA
ENSG00000283288	55.27	5	139470778	139474772	AC138517.2		2594	tsl5
ENSG00000124915	59.28	11	61746493	61757655	DKFZP434K028	26070	2466	tsl1
ENSG00000124915	59.28	11	61746493	61757655	DKFZP434K028	26070	463	tsl3
ENSG00000124915	59.28	11	61746493	61757655	DKFZP434K028	26070	927	tsl1
ENSG00000166197	47.22	10	102152176	102163871	NOLC1	9221	3932	tsl1
ENSG00000166197	47.22	10	102152176	102163871	NOLC1	9221	2288	tsl2
ENSG00000166197	47.22	10	102152176	102163871	NOLC1	9221	2441	tsl1
ENSG00000166197	47.22	10	102152176	102163871	NOLC1	9221	3217	tsl1
ENSG00000166197	47.22	10	102152176	102163871	NOLC1	9221	777	tsl3
ENSG00000166197	47.22	10	102152176	102163871	NOLC1	9221	844	tsl5
ENSG00000166197	47.22	10	102152176	102163871	NOLC1	9221	3727	tsl1
ENSG00000166197	47.22	10	102152176	102163871	NOLC1	9221	660	tsl3
ENSG00000166197	47.22	10	102152176	102163871	NOLC1	9221	3967	tsl1
ENSG00000265547	45.33	17	45731703	45732977	AC217774.1		517	tsl4
ENSG00000185294	61.44	17	45844835	45847072	SPPL2C	162540	2238	tslNA
ENSG00000124920	59.94	11	61752642	61788518	MYRF	745	1392	tsl3
ENSG00000124920	59.94	11	61752642	61788518	MYRF	745	5927	tsl1
ENSG00000124920	59.94	11	61752642	61788518	MYRF	745	5745	tsl1
ENSG00000124920	59.94	11	61752642	61788518	MYRF	745	2052	tsl2
ENSG00000124920	59.94	11	61752642	61788518	MYRF	745	1067	tsl5
ENSG00000124920	59.94	11	61752642	61788518	MYRF	745	1844	tsl2
ENSG00000124920	59.94	11	61752642	61788518	MYRF	745	645	tsl3
ENSG00000124920	59.94	11	61752642	61788518	MYRF	745	3324	tsl1
ENSG00000262881	48.94	17	45907670	45910779	CR936218.2		759	tsl3
ENSG00000102595	37.01	13	95801580	96053482	UGGT2	55757	4832	tsl1
ENSG00000102595	37.01	13	95801580	96053482	UGGT2	55757	512	tsl2
ENSG00000102595	37.01	13	95801580	96053482	UGGT2	55757	428	tsl3
ENSG00000102595	37.01	13	95801580	96053482	UGGT2	55757	833	tsl5
ENSG00000102595	37.01	13	95801580	96053482	UGGT2	55757	1493	tsl2
ENSG00000102595	37.01	13	95801580	96053482	UGGT2	55757	610	tsl3
ENSG00000102595	37.01	13	95801580	96053482	UGGT2	55757	805	tsl3
ENSG00000102595	37.01	13	95801580	96053482	UGGT2	55757	910	tsl3
ENSG00000102595	37.01	13	95801580	96053482	UGGT2	55757	2240	tsl1
ENSG00000102595	37.01	13	95801580	96053482	UGGT2	55757	1233	tsl1
ENSG00000102595	37.01	13	95801580	96053482	UGGT2	55757	1004	tsl5
ENSG00000102595	37.01	13	95801580	96053482	UGGT2	55757	1547	tsl1
ENSG00000102595	37.01	13	95801580	96053482	UGGT2	55757	1010	tsl5
ENSG00000265964	47.99	17	45733353	45734669	AC217774.2		560	tsl4
ENSG00000279685	55.44	17	45895783	45898798	MAPT-IT1	100130148	3016	tslNA
ENSG00000263715	49.67	17	45620344	45835826	LINC02210-CRHR1	104909134	2695	tsl2
ENSG00000263715	49.67	17	45620344	45835826	LINC02210-CRHR1	104909134	560	tsl5
ENSG00000264589	51.78	17	45799390	45895630	MAPT-AS1	100128977	3602	tsl5
ENSG00000264589	51.78	17	45799390	45895630	MAPT-AS1	100128977	632	tsl2
ENSG00000264589	51.78	17	45799390	45895630	MAPT-AS1	100128977	1190	tsl1
ENSG00000264589	51.78	17	45799390	45895630	MAPT-AS1	100128977	295	tsl2
ENSG00000123154	55.04	19	12666800	12675832	WDR83	84292	1457	tsl1
ENSG00000123154	55.04	19	12666800	12675832	WDR83	84292	1480	tsl5
ENSG00000123154	55.04	19	12666800	12675832	WDR83	84292	1425	tsl2
ENSG00000123154	55.04	19	12666800	12675832	WDR83	84292	1039	tsl5
ENSG00000123154	55.04	19	12666800	12675832	WDR83	84292	915	tsl5
ENSG00000123154	55.04	19	12666800	12675832	WDR83	84292	770	tsl3
ENSG00000123154	55.04	19	12666800	12675832	WDR83	84292	595	tsl3
ENSG00000123154	55.04	19	12666800	12675832	WDR83	84292	643	tsl3
ENSG00000123154	55.04	19	12666800	12675832	WDR83	84292	775	tsl3
ENSG00000123154	55.04	19	12666800	12675832	WDR83	84292	632	tsl5
ENSG00000123154	55.04	19	12666800	12675832	WDR83	84292	908	tsl2
ENSG00000204650	46.27	17	45620328	45655156	LINC02210	147081	546	tsl1
ENSG00000204650	46.27	17	45620328	45655156	LINC02210	147081	9678	tsl3
ENSG00000204650	46.27	17	45620328	45655156	LINC02210	147081	718	tsl2
ENSG00000204650	46.27	17	45620328	45655156	LINC02210	147081	537	tsl5
ENSG00000204650	46.27	17	45620328	45655156	LINC02210	147081	705	tsl5
ENSG00000204650	46.27	17	45620328	45655156	LINC02210	147081	2609	tsl1
ENSG00000204650	46.27	17	45620328	45655156	LINC02210	147081	758	tsl4
ENSG00000204650	46.27	17	45620328	45655156	LINC02210	147081	288	tslNA
ENSG00000204650	46.27	17	45620328	45655156	LINC02210	147081	531	tsl4
ENSG00000204650	46.27	17	45620328	45655156	LINC02210	147081	2458	tsl1
ENSG00000204650	46.27	17	45620328	45655156	LINC02210	147081	654	tsl3
ENSG00000204650	46.27	17	45620328	45655156	LINC02210	147081	483	tsl5
ENSG00000204650	46.27	17	45620328	45655156	LINC02210	147081	1942	tslNA
ENSG00000204650	46.27	17	45620328	45655156	LINC02210	147081	2546	tslNA
ENSG00000248676	36.64	4	99594799	99625913	AC083902.1		359	tsl5
ENSG00000005075	55.04	7	102473118	102478907	POLR2J	5439	932	tsl1
ENSG00000005075	55.04	7	102473118	102478907	POLR2J	5439	784	tsl1
ENSG00000279691	58.13	5	133052769	133052971	AC113410.3		203	tslNA
ENSG00000277984	55.76	11	95057282	95057984	AP001264.1		703	tslNA
ENSG00000263465	43.87	11	95067197	95071224	SRSF8	10929	4028	tslNA
ENSG00000263465	43.87	11	95067197	95071224	SRSF8	10929	560	tsl2
ENSG00000256762	56.18	17	45999250	45999694	STH	246744	445	tslNA
ENSG00000225779	34.86	1	46370586	46370955	AL122001.1		370	tslNA
ENSG00000255458	43.81	4	39639140	39666644	AC108471.2		1061	tsl3
ENSG00000255458	43.81	4	39639140	39666644	AC108471.2		498	tsl5
ENSG00000255458	43.81	4	39639140	39666644	AC108471.2		517	tsl5
ENSG00000255458	43.81	4	39639140	39666644	AC108471.2		784	tsl5
ENSG00000255458	43.81	4	39639140	39666644	AC108471.2		628	tsl3
ENSG00000149218	42.69	11	95089810	95132645	ENDOD1	23052	4687	tsl1
ENSG00000186868	49.70	17	45894382	46028334	MAPT	4137	544	tsl4
ENSG00000186868	49.70	17	45894382	46028334	MAPT	4137	889	tsl3
ENSG00000186868	49.70	17	45894382	46028334	MAPT	4137	1107	tsl1
ENSG00000186868	49.70	17	45894382	46028334	MAPT	4137	5345	tsl1
ENSG00000186868	49.70	17	45894382	46028334	MAPT	4137	1239	tsl1
ENSG00000186868	49.70	17	45894382	46028334	MAPT	4137	2331	tsl5
ENSG00000186868	49.70	17	45894382	46028334	MAPT	4137	2277	tsl5
ENSG00000186868	49.70	17	45894382	46028334	MAPT	4137	1326	tsl5
ENSG00000186868	49.70	17	45894382	46028334	MAPT	4137	1233	tsl5
ENSG00000186868	49.70	17	45894382	46028334	MAPT	4137	6778	tsl2
ENSG00000186868	49.70	17	45894382	46028334	MAPT	4137	5015	tslNA
ENSG00000186868	49.70	17	45894382	46028334	MAPT	4137	1065	tslNA
ENSG00000186868	49.70	17	45894382	46028334	MAPT	4137	142	tsl3
ENSG00000186868	49.70	17	45894382	46028334	MAPT	4137	6762	tsl1
ENSG00000186868	49.70	17	45894382	46028334	MAPT	4137	5811	tsl1
ENSG00000186868	49.70	17	45894382	46028334	MAPT	4137	6816	tsl1
ENSG00000186868	49.70	17	45894382	46028334	MAPT	4137	5718	tsl5
ENSG00000186868	49.70	17	45894382	46028334	MAPT	4137	5724	tsl1
ENSG00000270689	47.68	11	95143637	95145125	BUD13P1		1489	tslNA
ENSG00000127831	50.01	2	218419092	218453295	VIL1	7429	6531	tsl1
ENSG00000127831	50.01	2	218419092	218453295	VIL1	7429	532	tsl3
ENSG00000127831	50.01	2	218419092	218453295	VIL1	7429	1968	tsl2
ENSG00000127831	50.01	2	218419092	218453295	VIL1	7429	1454	tsl1
ENSG00000127831	50.01	2	218419092	218453295	VIL1	7429	639	tsl3
ENSG00000270578	45.07	11	95145437	95146004	AP000787.2		568	tslNA
ENSG00000251616	50.86	5	133111055	133114475	AC113410.2		678	tsl1
ENSG00000251001	42.89	5	80997183	80998047	AC026427.2		536	tslNA
ENSG00000131730	44.39	5	81233285	81266397	CKMT2	1160	1512	tsl1
ENSG00000131730	44.39	5	81233285	81266397	CKMT2	1160	594	tsl2
ENSG00000131730	44.39	5	81233285	81266397	CKMT2	1160	551	tsl4
ENSG00000131730	44.39	5	81233285	81266397	CKMT2	1160	581	tsl3
ENSG00000131730	44.39	5	81233285	81266397	CKMT2	1160	1637	tsl1
ENSG00000131730	44.39	5	81233285	81266397	CKMT2	1160	546	tsl4
ENSG00000131730	44.39	5	81233285	81266397	CKMT2	1160	579	tsl2
ENSG00000131730	44.39	5	81233285	81266397	CKMT2	1160	606	tsl4
ENSG00000131730	44.39	5	81233285	81266397	CKMT2	1160	670	tsl3
ENSG00000131730	44.39	5	81233285	81266397	CKMT2	1160	1277	tsl5
ENSG00000131730	44.39	5	81233285	81266397	CKMT2	1160	707	tsl2
ENSG00000131730	44.39	5	81233285	81266397	CKMT2	1160	1479	tsl5
ENSG00000177889	40.11	12	93405673	93442262	UBE2N	7334	492	tsl3
ENSG00000177889	40.11	12	93405673	93442262	UBE2N	7334	5186	tsl1
ENSG00000177889	40.11	12	93405673	93442262	UBE2N	7334	3018	tsl2
ENSG00000177889	40.11	12	93405673	93442262	UBE2N	7334	960	tsl3
ENSG00000177889	40.11	12	93405673	93442262	UBE2N	7334	676	tsl2
ENSG00000177889	40.11	12	93405673	93442262	UBE2N	7334	607	tsl5
ENSG00000277260	39.27	9	42199000	42204988	FAM74A7		727	tsl5
ENSG00000135476	51.69	12	53268299	53293643	ESPL1	9700	714	tsl2
ENSG00000135476	51.69	12	53268299	53293643	ESPL1	9700	6665	tsl2
ENSG00000135476	51.69	12	53268299	53293643	ESPL1	9700	6447	tsl5
ENSG00000135476	51.69	12	53268299	53293643	ESPL1	9700	522	tsl3
ENSG00000135476	51.69	12	53268299	53293643	ESPL1	9700	1203	tsl2
ENSG00000135476	51.69	12	53268299	53293643	ESPL1	9700	1320	tsl5
ENSG00000135476	51.69	12	53268299	53293643	ESPL1	9700	4078	tsl2
ENSG00000135476	51.69	12	53268299	53293643	ESPL1	9700	894	tsl2
ENSG00000135476	51.69	12	53268299	53293643	ESPL1	9700	6623	tsl5
ENSG00000276277	48.72	9	42213841	42213918	AL445584.3		78	tslNA
ENSG00000275649	40.24	9	42231811	42354454	AL445584.2		616	tsl5
ENSG00000134780	57.50	11	61680433	61747001	DAGLA	747	5757	tsl1
ENSG00000134780	57.50	11	61680433	61747001	DAGLA	747	5699	tsl5
ENSG00000104774	53.98	19	12646511	12666742	MAN2B1	4125	574	tsl2
ENSG00000104774	53.98	19	12646511	12666742	MAN2B1	4125	323	tsl3
ENSG00000104774	53.98	19	12646511	12666742	MAN2B1	4125	554	tsl2
ENSG00000104774	53.98	19	12646511	12666742	MAN2B1	4125	3184	tsl1
ENSG00000104774	53.98	19	12646511	12666742	MAN2B1	4125	3170	tsl1
ENSG00000104774	53.98	19	12646511	12666742	MAN2B1	4125	3685	tsl2
ENSG00000104774	53.98	19	12646511	12666742	MAN2B1	4125	340	tsl5
ENSG00000104774	53.98	19	12646511	12666742	MAN2B1	4125	597	tsl4
ENSG00000104774	53.98	19	12646511	12666742	MAN2B1	4125	560	tsl4
ENSG00000104774	53.98	19	12646511	12666742	MAN2B1	4125	537	tsl4
ENSG00000104774	53.98	19	12646511	12666742	MAN2B1	4125	732	tsl3
ENSG00000104774	53.98	19	12646511	12666742	MAN2B1	4125	574	tsl4
ENSG00000104774	53.98	19	12646511	12666742	MAN2B1	4125	582	tsl3
ENSG00000104774	53.98	19	12646511	12666742	MAN2B1	4125	535	tsl4
ENSG00000104774	53.98	19	12646511	12666742	MAN2B1	4125	556	tsl4
ENSG00000104774	53.98	19	12646511	12666742	MAN2B1	4125	551	tsl4
ENSG00000104774	53.98	19	12646511	12666742	MAN2B1	4125	583	tsl2
ENSG00000259163	44.83	14	90642638	90648894	AL096869.2	101928909	485	tsl2
ENSG00000259163	44.83	14	90642638	90648894	AL096869.2	101928909	1237	tsl1
ENSG00000226864	43.56	10	121928312	121951965	ATE1-AS1	100130887	951	tsl2
ENSG00000226864	43.56	10	121928312	121951965	ATE1-AS1	100130887	506	tslNA
ENSG00000258935	51.89	14	90567495	90569976	AL096869.1		559	tsl4
ENSG00000258716	45.25	14	90697333	90699374	AL139193.2	105370622	1954	tsl1
ENSG00000173598	41.97	12	93377883	93408146	NUDT4	11163	9753	tsl1
ENSG00000173598	41.97	12	93377883	93408146	NUDT4	11163	4839	tsl1
ENSG00000173598	41.97	12	93377883	93408146	NUDT4	11163	531	tsl4
ENSG00000173598	41.97	12	93377883	93408146	NUDT4	11163	3607	tsl1
ENSG00000173598	41.97	12	93377883	93408146	NUDT4	11163	765	tsl3
ENSG00000173598	41.97	12	93377883	93408146	NUDT4	11163	1419	tsl2
ENSG00000173598	41.97	12	93377883	93408146	NUDT4	11163	569	tsl4
ENSG00000258437	45.54	14	90675118	90676294	AL139193.1		539	tsl4
ENSG00000213315	49.89	14	90766531	90766989	AL122020.1		459	tslNA
ENSG00000107669	39.10	10	121740421	121928801	ATE1	11101	4900	tsl1
ENSG00000107669	39.10	10	121740421	121928801	ATE1	11101	2031	tsl1
ENSG00000107669	39.10	10	121740421	121928801	ATE1	11101	264	tsl3
ENSG00000107669	39.10	10	121740421	121928801	ATE1	11101	326	tsl5
ENSG00000107669	39.10	10	121740421	121928801	ATE1	11101	697	tsl2
ENSG00000107669	39.10	10	121740421	121928801	ATE1	11101	4930	tsl1
ENSG00000107669	39.10	10	121740421	121928801	ATE1	11101	4803	tsl2
ENSG00000107669	39.10	10	121740421	121928801	ATE1	11101	4826	tsl2
ENSG00000107669	39.10	10	121740421	121928801	ATE1	11101	5165	tsl2
ENSG00000267016	54.81	17	77469162	77472770	AC111170.1		1132	tsl3
ENSG00000165914	46.46	14	90524564	90816479	TTC7B	145567	19458	tsl1
ENSG00000165914	46.46	14	90524564	90816479	TTC7B	145567	2730	tsl2
ENSG00000165914	46.46	14	90524564	90816479	TTC7B	145567	1719	tsl1
ENSG00000165914	46.46	14	90524564	90816479	TTC7B	145567	1847	tsl3
ENSG00000165914	46.46	14	90524564	90816479	TTC7B	145567	738	tsl3
ENSG00000165914	46.46	14	90524564	90816479	TTC7B	145567	864	tsl3
ENSG00000165914	46.46	14	90524564	90816479	TTC7B	145567	387	tsl3
ENSG00000165914	46.46	14	90524564	90816479	TTC7B	145567	570	tsl4
ENSG00000165914	46.46	14	90524564	90816479	TTC7B	145567	591	tsl3
ENSG00000165914	46.46	14	90524564	90816479	TTC7B	145567	685	tsl3
ENSG00000165914	46.46	14	90524564	90816479	TTC7B	145567	526	tsl4
ENSG00000165914	46.46	14	90524564	90816479	TTC7B	145567	525	tsl5
ENSG00000165914	46.46	14	90524564	90816479	TTC7B	145567	708	tsl3
ENSG00000165914	46.46	14	90524564	90816479	TTC7B	145567	630	tsl5
ENSG00000165914	46.46	14	90524564	90816479	TTC7B	145567	352	tsl3
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	582	tsl3
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	3821	tsl1
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	576	tsl4
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	2160	tsl2
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	583	tsl3
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	4004	tsl5
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	548	tsl5
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	2816	tsl5
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	559	tsl4
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	569	tsl3
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	553	tsl4
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	2919	tsl5
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	503	tsl4
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	3984	tsl1
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	670	tsl5
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	540	tsl5
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	572	tsl4
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	509	tsl2
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	3937	tsl1
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	552	tsl4
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	554	tsl4
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	466	tsl2
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	2588	tsl2
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	1387	tsl2
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	582	tsl4
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	601	tsl4
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	879	tsl2
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	752	tsl4
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	3026	tsl1
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	749	tsl2
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	1291	tsl5
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	1691	tsl2
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	611	tsl4
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	1793	tsl2
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	569	tsl4
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	906	tsl4
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	541	tsl4
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	555	tsl4
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	817	tsl5
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	3635	tsl2
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	580	tsl2
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	565	tsl4
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	527	tsl2
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	545	tsl2
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	594	tsl2
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	3996	tsl2
ENSG00000184640	54.75	17	77280569	77500596	SEPT9	10801	4453	tsl1
ENSG00000108852	52.29	17	43875357	43909711	MPP2	4355	4206	tsl1
ENSG00000108852	52.29	17	43875357	43909711	MPP2	4355	4414	tsl1
ENSG00000108852	52.29	17	43875357	43909711	MPP2	4355	3462	tsl1
ENSG00000108852	52.29	17	43875357	43909711	MPP2	4355	2111	tsl2
ENSG00000108852	52.29	17	43875357	43909711	MPP2	4355	2121	tsl2
ENSG00000108852	52.29	17	43875357	43909711	MPP2	4355	1896	tsl2
ENSG00000108852	52.29	17	43875357	43909711	MPP2	4355	857	tsl1
ENSG00000108852	52.29	17	43875357	43909711	MPP2	4355	841	tsl3
ENSG00000108852	52.29	17	43875357	43909711	MPP2	4355	802	tsl2
ENSG00000108852	52.29	17	43875357	43909711	MPP2	4355	741	tsl4
ENSG00000108852	52.29	17	43875357	43909711	MPP2	4355	564	tsl5
ENSG00000108852	52.29	17	43875357	43909711	MPP2	4355	584	tsl4
ENSG00000108852	52.29	17	43875357	43909711	MPP2	4355	534	tsl4
ENSG00000108852	52.29	17	43875357	43909711	MPP2	4355	545	tsl4
ENSG00000108852	52.29	17	43875357	43909711	MPP2	4355	592	tsl4
ENSG00000108852	52.29	17	43875357	43909711	MPP2	4355	588	tsl4
ENSG00000108852	52.29	17	43875357	43909711	MPP2	4355	543	tsl4
ENSG00000108852	52.29	17	43875357	43909711	MPP2	4355	4351	tsl2
ENSG00000108852	52.29	17	43875357	43909711	MPP2	4355	4938	tsl5
ENSG00000108852	52.29	17	43875357	43909711	MPP2	4355	4242	tsl5
ENSG00000108852	52.29	17	43875357	43909711	MPP2	4355	4668	tsl5
ENSG00000233941	42.53	6	106358566	106359717	AL356859.1		414	tsl5
ENSG00000216352	46.63	6	80555841	80557189	AL590824.1		1349	tslNA
ENSG00000249748	41.38	5	35938822	35939993	AC112204.2	100506406	374	tsl2
ENSG00000203387	51.55	2	228352120	228353215	AC074019.1		1096	tslNA
ENSG00000225623	37.06	1	49374201	49472085	AGBL4-IT1	100874313	514	tsl3
ENSG00000279324	47.71	1	49994318	49996218	AL645730.1		1901	tslNA
ENSG00000170561	57.73	5	2745845	2751662	IRX2	153572	2630	tsl1
ENSG00000170561	57.73	5	2745845	2751662	IRX2	153572	2456	tsl1
ENSG00000281856	54.51	17	19219143	19222527	AC106017.2		1173	tsl2
ENSG00000281856	54.51	17	19219143	19222527	AC106017.2		536	tsl1
ENSG00000233595	36.65	1	50017092	50017503	MTND2P29		412	tslNA
ENSG00000265263	45.55	17	19334308	19336127	AC124066.1		1660	tsl5
ENSG00000237478	47.71	1	49691262	49691523	AL390023.1		262	tslNA
ENSG00000186094	39.05	1	48532855	50023913	AGBL4	84871	2947	tsl2
ENSG00000186094	39.05	1	48532855	50023913	AGBL4	84871	3938	tsl1
ENSG00000186094	39.05	1	48532855	50023913	AGBL4	84871	1454	tsl1
ENSG00000186094	39.05	1	48532855	50023913	AGBL4	84871	1353	tsl5
ENSG00000186094	39.05	1	48532855	50023913	AGBL4	84871	625	tsl2
ENSG00000186094	39.05	1	48532855	50023913	AGBL4	84871	881	tsl5
ENSG00000072134	48.72	17	19215615	19336715	EPN2	22905	562	tsl4
ENSG00000072134	48.72	17	19215615	19336715	EPN2	22905	593	tsl4
ENSG00000072134	48.72	17	19215615	19336715	EPN2	22905	546	tsl4
ENSG00000072134	48.72	17	19215615	19336715	EPN2	22905	708	tsl3
ENSG00000072134	48.72	17	19215615	19336715	EPN2	22905	4871	tsl1
ENSG00000072134	48.72	17	19215615	19336715	EPN2	22905	404	tsl5
ENSG00000072134	48.72	17	19215615	19336715	EPN2	22905	637	tsl3
ENSG00000072134	48.72	17	19215615	19336715	EPN2	22905	591	tsl4
ENSG00000072134	48.72	17	19215615	19336715	EPN2	22905	569	tsl4
ENSG00000072134	48.72	17	19215615	19336715	EPN2	22905	2216	tsl2
ENSG00000072134	48.72	17	19215615	19336715	EPN2	22905	1657	tsl2
ENSG00000072134	48.72	17	19215615	19336715	EPN2	22905	537	tsl4
ENSG00000072134	48.72	17	19215615	19336715	EPN2	22905	959	tsl1
ENSG00000072134	48.72	17	19215615	19336715	EPN2	22905	1491	tsl2
ENSG00000072134	48.72	17	19215615	19336715	EPN2	22905	639	tsl2
ENSG00000072134	48.72	17	19215615	19336715	EPN2	22905	561	tsl4
ENSG00000072134	48.72	17	19215615	19336715	EPN2	22905	309	tsl2
ENSG00000072134	48.72	17	19215615	19336715	EPN2	22905	578	tsl4
ENSG00000072134	48.72	17	19215615	19336715	EPN2	22905	563	tsl4
ENSG00000072134	48.72	17	19215615	19336715	EPN2	22905	1724	tsl5
ENSG00000072134	48.72	17	19215615	19336715	EPN2	22905	3860	tsl1
ENSG00000072134	48.72	17	19215615	19336715	EPN2	22905	2863	tsl2
ENSG00000072134	48.72	17	19215615	19336715	EPN2	22905	1883	tsl1
ENSG00000072134	48.72	17	19215615	19336715	EPN2	22905	598	tsl5
ENSG00000072134	48.72	17	19215615	19336715	EPN2	22905	494	tsl4
